Tournament-Local10,Chebycheff-10,NSGAII-2,PQ-PO-Local10,PQ-HV-Local10
0.6739672364672364,0.6616363960113961,0.598613336894587,0.6642108855650523,0.6777065527065527
0.6657986111111112,0.6672453703703705,0.6087295227920229,0.6855969551282052,0.6743456196581196
0.686008725071225,0.694088319088319,0.6327902421652422,0.664084757834758,0.6698940527065529
0.6995637464387464,0.6641292735042735,0.6619034900284901,0.6787749287749287,0.6791087962962964
0.6824586004273504,0.6757478632478632,0.5757211538461539,0.6750356125356126,0.6671415004748338
0.6736556267806267,0.6578525641025641,0.6740785256410255,0.6795168566001899,0.6693672839506173
0.6806445868945867,0.6591880341880342,0.6113782051282052,0.683582621082621,0.6776101020892686
0.6619480056980057,0.6724537037037037,0.6328347578347578,0.6746498100664767,0.6659989316239316
0.6552706552706553,0.6821581196581196,0.6140491452991453,0.6718304843304843,0.6715930674264008
0.6812010327635327,0.66872180674264,0.6161858974358975,0.6748575498575499,0.6676905270655271
0.6863425925925924,0.6590099715099714,0.6447649572649573,0.6806668447293448,0.670806623931624
0.6869435541310542,0.6619925213675214,0.6682840693257361,0.6710959757834758,0.6714743589743589
0.668491809116809,0.6683582621082621,0.592948717948718,0.6632834757834758,0.6765046296296295
0.6639957264957265,0.6717711301044633,0.6414262820512822,0.6912838319088319,0.6618589743589743
0.6830484330484332,0.6592548076923076,0.6164529914529915,0.6638770180436847,0.6655982905982906
0.6573851495726495,0.6819800569800569,0.6185600664767332,0.6623931623931624,0.6856027421652422
0.6567322530864198,0.6759926994301995,0.6356837606837606,0.6731362773029439,0.6695156695156695
0.6610576923076922,0.6726540242165241,0.6823139245014246,0.6862535612535613,0.6783742877492878
0.6725761217948719,0.669048254985755,0.6519913342830009,0.6683582621082622,0.6515535968660969
0.6559606481481481,0.6818910256410255,0.6346153846153847,0.6801326566951567,0.668647613960114
0.6844840633903135,0.6711182336182336,0.5464966168091168,0.6602564102564104,0.6931423611111114
0.6830484330484331,0.6717191951566952,0.651397792022792,0.6660434472934473,0.6834639126305793
0.6625712250712251,0.6720308048433048,0.5280448717948718,0.6772391381766383,0.6643518518518517
0.673611111111111,0.6583496557454892,0.6241838793922129,0.6712072649572649,0.6732104700854701
0.6824586004273504,0.6678463319088319,0.6721866096866097,0.6810452279202278,0.6845842236467236
0.6583756232193734,0.6575854700854701,0.6094640313390313,0.6769275284900284,0.6678389126305793
0.6895143340455843,0.6811342592592593,0.5702457264957266,0.6794649216524217,0.6725649928774928
0.6829260149572648,0.6769052706552707,0.6421088556505223,0.6624673551756884,0.6868322649572649
0.6842132597340931,0.6574074074074074,0.6662660256410257,0.6874332264957264,0.6742936847103512
0.6745014245014246,0.6715633903133903,0.515758547008547,0.6924857549857549,0.67420465337132
